H,G,F,E,D,C,B,A
H6,G11,F2,E2,D2,C2,B699,A3
H6,G11,F2,E2,D2,C2,B699,A4
H6,G11,F2,E2,D2,C2,B699,A5
H6,G11,F2,E2,D2,C2,B700,A1
H6,G11,F2,E2,D2,C2,B700,A2
H6,G11,F2,E2,D2,C2,B700,A3
H6,G11,F2,E2,D2,C2,B700,A4
H6,G11,F2,E2,D2,C2,B700,A5
H6,G11,F2,E2,D2,C3,B701,A1
H6,G11,F2,E2,D2,C3,B701,A2
H6,G11,F2,E2,D2,C3,B701,A3
H6,G11,F2,E2,D2,C3,B701,A4
H6,G11,F2,E2,D2,C3,B701,A5
H6,G11,F2,E2,D2,C3,B702,A1
H6,G11,F2,E2,D2,C3,B702,A2
H6,G11,F2,E2,D2,C3,B702,A3
H6,G11,F2,E2,D2,C3,B702,A4
H6,G11,F2,E2,D2,C3,B702,A5
H6,G11,F2,E2,D2,C4,B703,A1
H6,G11,F2,E2,D2,C4,B703,A2
H6,G11,F2,E2,D2,C4,B703,A3
H6,G11,F2,E2,D2,C4,B703,A4
H6,G11,F2,E2,D2,C4,B703,A5
H6,G11,F2,E2,D2,C4,B704,A1
H6,G11,F2,E2,D2,C4,B704,A2
H6,G11,F2,E2,D2,C4,B704,A3
H6,G11,F2,E2,D2,C4,B704,A4
H6,G11,F2,E2,D2,C4,B704,A5
H6,G12,F1,E1,D1,C1,B705,A1
H6,G12,F1,E1,D1,C1,B705,A2
H6,G12,F1,E1,D1,C1,B705,A3
H6,G12,F1,E1,D1,C1,B705,A4
H6,G12,F1,E1,D1,C1,B705,A5
H6,G12,F1,E1,D1,C1,B706,A1
H6,G12,F1,E1,D1,C1,B706,A2
H6,G12,F1,E1,D1,C1,B706,A3
H6,G12,F1,E1,D1,C1,B706,A4
H6,G12,F1,E1,D1,C1,B706,A5
H6,G12,F1,E1,D1,C2,B707,A1
H6,G12,F1,E1,D1,C2,B707,A2
H6,G12,F1,E1,D1,C2,B707,A3
H6,G12,F1,E1,D1,C2,B707,A4
H6,G12,F1,E1,D1,C2,B707,A5
H6,G12,F1,E1,D1,C2,B708,A1
H6,G12,F1,E1,D1,C2,B708,A2
H6,G12,F1,E1,D1,C2,B708,A3
H6,G12,F1,E1,D1,C2,B708,A4
H6,G12,F1,E1,D1,C2,B708,A5
H6,G12,F1,E1,D1,C3,B709,A1
H6,G12,F1,E1,D1,C3,B709,A2
H6,G12,F1,E1,D1,C3,B709,A3
H6,G12,F1,E1,D1,C3,B709,A4
H6,G12,F1,E1,D1,C3,B709,A5
H6,G12,F1,E1,D1,C3,B710,A1
H6,G12,F1,E1,D1,C3,B710,A2
H6,G12,F1,E1,D1,C3,B710,A3
H6,G12,F1,E1,D1,C3,B710,A4
H6,G12,F1,E1,D1,C3,B710,A5
H6,G12,F1,E1,D1,C4,B711,A1
H6,G12,F1,E1,D1,C4,B711,A2
H6,G12,F1,E1,D1,C4,B711,A3
H6,G12,F1,E1,D1,C4,B711,A4
H6,G12,F1,E1,D1,C4,B711,A5
H6,G12,F1,E1,D1,C4,B712,A1
H6,G12,F1,E1,D1,C4,B712,A2
H6,G12,F1,E1,D1,C4,B712,A3
H6,G12,F1,E1,D1,C4,B712,A4
H6,G12,F1,E1,D1,C4,B712,A5
H6,G12,F1,E1,D2,C1,B713,A1
H6,G12,F1,E1,D2,C1,B713,A2
H6,G12,F1,E1,D2,C1,B713,A3
H6,G12,F1,E1,D2,C1,B713,A4
H6,G12,F1,E1,D2,C1,B713,A5
H6,G12,F1,E1,D2,C1,B714,A1
H6,G12,F1,E1,D2,C1,B714,A2
H6,G12,F1,E1,D2,C1,B714,A3
H6,G12,F1,E1,D2,C1,B714,A4
H6,G12,F1,E1,D2,C1,B714,A5
H6,G12,F1,E1,D2,C2,B715,A1
H6,G12,F1,E1,D2,C2,B715,A2
H6,G12,F1,E1,D2,C2,B715,A3
H6,G12,F1,E1,D2,C2,B715,A4
H6,G12,F1,E1,D2,C2,B715,A5
H6,G12,F1,E1,D2,C2,B716,A1
H6,G12,F1,E1,D2,C2,B716,A2
H6,G12,F1,E1,D2,C2,B716,A3
H6,G12,F1,E1,D2,C2,B716,A4
H6,G12,F1,E1,D2,C2,B716,A5
H6,G12,F1,E1,D2,C3,B717,A1
H6,G12,F1,E1,D2,C3,B717,A2
H6,G12,F1,E1,D2,C3,B717,A3
H6,G12,F1,E1,D2,C3,B717,A4
H6,G12,F1,E1,D2,C3,B717,A5
H6,G12,F1,E1,D2,C3,B718,A1
H6,G12,F1,E1,D2,C3,B718,A2
H6,G12,F1,E1,D2,C3,B718,A3
H6,G12,F1,E1,D2,C3,B718,A4
H6,G12,F1,E1,D2,C3,B718,A5
H6,G12,F1,E1,D2,C4,B719,A1
H6,G12,F1,E1,D2,C4,B719,A2
H6,G12,F1,E1,D2,C4,B719,A3
H6,G12,F1,E1,D2,C4,B719,A4
H6,G12,F1,E1,D2,C4,B719,A5
H6,G12,F1,E1,D2,C4,B720,A1
H6,G12,F1,E1,D2,C4,B720,A2
H6,G12,F1,E1,D2,C4,B720,A3
H6,G12,F1,E1,D2,C4,B720,A4
H6,G12,F1,E1,D2,C4,B720,A5
H6,G12,F1,E2,D1,C1,B721,A1
H6,G12,F1,E2,D1,C1,B721,A2
H6,G12,F1,E2,D1,C1,B721,A3
H6,G12,F1,E2,D1,C1,B721,A4
H6,G12,F1,E2,D1,C1,B721,A5
H6,G12,F1,E2,D1,C1,B722,A1
H6,G12,F1,E2,D1,C1,B722,A2
H6,G12,F1,E2,D1,C1,B722,A3
H6,G12,F1,E2,D1,C1,B722,A4
H6,G12,F1,E2,D1,C1,B722,A5
H6,G12,F1,E2,D1,C2,B723,A1
H6,G12,F1,E2,D1,C2,B723,A2
H6,G12,F1,E2,D1,C2,B723,A3
H6,G12,F1,E2,D1,C2,B723,A4
H6,G12,F1,E2,D1,C2,B723,A5
H6,G12,F1,E2,D1,C2,B724,A1
H6,G12,F1,E2,D1,C2,B724,A2
H6,G12,F1,E2,D1,C2,B724,A3
H6,G12,F1,E2,D1,C2,B724,A4
H6,G12,F1,E2,D1,C2,B724,A5
H6,G12,F1,E2,D1,C3,B725,A1
H6,G12,F1,E2,D1,C3,B725,A2
H6,G12,F1,E2,D1,C3,B725,A3
H6,G12,F1,E2,D1,C3,B725,A4
H6,G12,F1,E2,D1,C3,B725,A5
H6,G12,F1,E2,D1,C3,B726,A1
H6,G12,F1,E2,D1,C3,B726,A2
H6,G12,F1,E2,D1,C3,B726,A3
H6,G12,F1,E2,D1,C3,B726,A4
H6,G12,F1,E2,D1,C3,B726,A5
H6,G12,F1,E2,D1,C4,B727,A1
H6,G12,F1,E2,D1,C4,B727,A2
H6,G12,F1,E2,D1,C4,B727,A3
H6,G12,F1,E2,D1,C4,B727,A4
H6,G12,F1,E2,D1,C4,B727,A5
H6,G12,F1,E2,D1,C4,B728,A1
H6,G12,F1,E2,D1,C4,B728,A2
H6,G12,F1,E2,D1,C4,B728,A3
H6,G12,F1,E2,D1,C4,B728,A4
H6,G12,F1,E2,D1,C4,B728,A5
H6,G12,F1,E2,D2,C1,B729,A1
H6,G12,F1,E2,D2,C1,B729,A2
H6,G12,F1,E2,D2,C1,B729,A3
H6,G12,F1,E2,D2,C1,B729,A4
H6,G12,F1,E2,D2,C1,B729,A5
H6,G12,F1,E2,D2,C1,B730,A1
H6,G12,F1,E2,D2,C1,B730,A2
H6,G12,F1,E2,D2,C1,B730,A3
H6,G12,F1,E2,D2,C1,B730,A4
H6,G12,F1,E2,D2,C1,B730,A5
H6,G12,F1,E2,D2,C2,B731,A1
H6,G12,F1,E2,D2,C2,B731,A2
H6,G12,F1,E2,D2,C2,B731,A3
H6,G12,F1,E2,D2,C2,B731,A4
H6,G12,F1,E2,D2,C2,B731,A5
H6,G12,F1,E2,D2,C2,B732,A1
H6,G12,F1,E2,D2,C2,B732,A2
H6,G12,F1,E2,D2,C2,B732,A3
H6,G12,F1,E2,D2,C2,B732,A4
H6,G12,F1,E2,D2,C2,B732,A5
H6,G12,F1,E2,D2,C3,B733,A1
H6,G12,F1,E2,D2,C3,B733,A2
H6,G12,F1,E2,D2,C3,B733,A3
H6,G12,F1,E2,D2,C3,B733,A4
H6,G12,F1,E2,D2,C3,B733,A5
H6,G12,F1,E2,D2,C3,B734,A1
H6,G12,F1,E2,D2,C3,B734,A2
H6,G12,F1,E2,D2,C3,B734,A3
H6,G12,F1,E2,D2,C3,B734,A4
H6,G12,F1,E2,D2,C3,B734,A5
H6,G12,F1,E2,D2,C4,B735,A1
H6,G12,F1,E2,D2,C4,B735,A2
H6,G12,F1,E2,D2,C4,B735,A3
H6,G12,F1,E2,D2,C4,B735,A4
H6,G12,F1,E2,D2,C4,B735,A5
H6,G12,F1,E2,D2,C4,B736,A1
H6,G12,F1,E2,D2,C4,B736,A2
H6,G12,F1,E2,D2,C4,B736,A3
H6,G12,F1,E2,D2,C4,B736,A4
H6,G12,F1,E2,D2,C4,B736,A5
H6,G12,F2,E1,D1,C1,B737,A1
H6,G12,F2,E1,D1,C1,B737,A2
H6,G12,F2,E1,D1,C1,B737,A3
H6,G12,F2,E1,D1,C1,B737,A4
H6,G12,F2,E1,D1,C1,B737,A5
H6,G12,F2,E1,D1,C1,B738,A1
H6,G12,F2,E1,D1,C1,B738,A2
H6,G12,F2,E1,D1,C1,B738,A3
H6,G12,F2,E1,D1,C1,B738,A4
H6,G12,F2,E1,D1,C1,B738,A5
H6,G12,F2,E1,D1,C2,B739,A1
H6,G12,F2,E1,D1,C2,B739,A2
H6,G12,F2,E1,D1,C2,B739,A3
H6,G12,F2,E1,D1,C2,B739,A4
H6,G12,F2,E1,D1,C2,B739,A5
H6,G12,F2,E1,D1,C2,B740,A1
H6,G12,F2,E1,D1,C2,B740,A2
H6,G12,F2,E1,D1,C2,B740,A3
H6,G12,F2,E1,D1,C2,B740,A4
H6,G12,F2,E1,D1,C2,B740,A5
H6,G12,F2,E1,D1,C3,B741,A1
H6,G12,F2,E1,D1,C3,B741,A2
H6,G12,F2,E1,D1,C3,B741,A3
H6,G12,F2,E1,D1,C3,B741,A4
H6,G12,F2,E1,D1,C3,B741,A5
H6,G12,F2,E1,D1,C3,B742,A1
H6,G12,F2,E1,D1,C3,B742,A2
H6,G12,F2,E1,D1,C3,B742,A3
H6,G12,F2,E1,D1,C3,B742,A4
H6,G12,F2,E1,D1,C3,B742,A5
H6,G12,F2,E1,D1,C4,B743,A1
H6,G12,F2,E1,D1,C4,B743,A2
H6,G12,F2,E1,D1,C4,B743,A3
H6,G12,F2,E1,D1,C4,B743,A4
H6,G12,F2,E1,D1,C4,B743,A5
H6,G12,F2,E1,D1,C4,B744,A1
H6,G12,F2,E1,D1,C4,B744,A2
H6,G12,F2,E1,D1,C4,B744,A3
H6,G12,F2,E1,D1,C4,B744,A4
H6,G12,F2,E1,D1,C4,B744,A5
H6,G12,F2,E1,D2,C1,B745,A1
H6,G12,F2,E1,D2,C1,B745,A2
H6,G12,F2,E1,D2,C1,B745,A3
H6,G12,F2,E1,D2,C1,B745,A4
H6,G12,F2,E1,D2,C1,B745,A5
H6,G12,F2,E1,D2,C1,B746,A1
H6,G12,F2,E1,D2,C1,B746,A2
H6,G12,F2,E1,D2,C1,B746,A3
H6,G12,F2,E1,D2,C1,B746,A4
H6,G12,F2,E1,D2,C1,B746,A5
H6,G12,F2,E1,D2,C2,B747,A1
H6,G12,F2,E1,D2,C2,B747,A2
H6,G12,F2,E1,D2,C2,B747,A3
H6,G12,F2,E1,D2,C2,B747,A4
H6,G12,F2,E1,D2,C2,B747,A5
H6,G12,F2,E1,D2,C2,B748,A1
H6,G12,F2,E1,D2,C2,B748,A2
H6,G12,F2,E1,D2,C2,B748,A3
H6,G12,F2,E1,D2,C2,B748,A4
H6,G12,F2,E1,D2,C2,B748,A5
H6,G12,F2,E1,D2,C3,B749,A1
H6,G12,F2,E1,D2,C3,B749,A2
H6,G12,F2,E1,D2,C3,B749,A3
H6,G12,F2,E1,D2,C3,B749,A4
H6,G12,F2,E1,D2,C3,B749,A5
H6,G12,F2,E1,D2,C3,B750,A1
H6,G12,F2,E1,D2,C3,B750,A2
H6,G12,F2,E1,D2,C3,B750,A3
H6,G12,F2,E1,D2,C3,B750,A4
H6,G12,F2,E1,D2,C3,B750,A5
H6,G12,F2,E1,D2,C4,B751,A1
H6,G12,F2,E1,D2,C4,B751,A2
H6,G12,F2,E1,D2,C4,B751,A3
H6,G12,F2,E1,D2,C4,B751,A4
H6,G12,F2,E1,D2,C4,B751,A5
H6,G12,F2,E1,D2,C4,B752,A1
H6,G12,F2,E1,D2,C4,B752,A2
H6,G12,F2,E1,D2,C4,B752,A3
H6,G12,F2,E1,D2,C4,B752,A4
H6,G12,F2,E1,D2,C4,B752,A5
H6,G12,F2,E2,D1,C1,B753,A1
H6,G12,F2,E2,D1,C1,B753,A2
H6,G12,F2,E2,D1,C1,B753,A3
H6,G12,F2,E2,D1,C1,B753,A4
H6,G12,F2,E2,D1,C1,B753,A5
H6,G12,F2,E2,D1,C1,B754,A1
H6,G12,F2,E2,D1,C1,B754,A2
H6,G12,F2,E2,D1,C1,B754,A3
H6,G12,F2,E2,D1,C1,B754,A4
H6,G12,F2,E2,D1,C1,B754,A5
H6,G12,F2,E2,D1,C2,B755,A1
H6,G12,F2,E2,D1,C2,B755,A2
H6,G12,F2,E2,D1,C2,B755,A3
H6,G12,F2,E2,D1,C2,B755,A4
H6,G12,F2,E2,D1,C2,B755,A5
H6,G12,F2,E2,D1,C2,B756,A1
H6,G12,F2,E2,D1,C2,B756,A2
H6,G12,F2,E2,D1,C2,B756,A3
H6,G12,F2,E2,D1,C2,B756,A4
H6,G12,F2,E2,D1,C2,B756,A5
H6,G12,F2,E2,D1,C3,B757,A1
H6,G12,F2,E2,D1,C3,B757,A2
H6,G12,F2,E2,D1,C3,B757,A3
H6,G12,F2,E2,D1,C3,B757,A4
H6,G12,F2,E2,D1,C3,B757,A5
H6,G12,F2,E2,D1,C3,B758,A1
H6,G12,F2,E2,D1,C3,B758,A2
H6,G12,F2,E2,D1,C3,B758,A3
H6,G12,F2,E2,D1,C3,B758,A4
H6,G12,F2,E2,D1,C3,B758,A5
H6,G12,F2,E2,D1,C4,B759,A1
H6,G12,F2,E2,D1,C4,B759,A2
H6,G12,F2,E2,D1,C4,B759,A3
H6,G12,F2,E2,D1,C4,B759,A4
H6,G12,F2,E2,D1,C4,B759,A5
H6,G12,F2,E2,D1,C4,B760,A1
H6,G12,F2,E2,D1,C4,B760,A2
H6,G12,F2,E2,D1,C4,B760,A3
H6,G12,F2,E2,D1,C4,B760,A4
H6,G12,F2,E2,D1,C4,B760,A5
H6,G12,F2,E2,D2,C1,B761,A1
H6,G12,F2,E2,D2,C1,B761,A2
H6,G12,F2,E2,D2,C1,B761,A3
H6,G12,F2,E2,D2,C1,B761,A4
H6,G12,F2,E2,D2,C1,B761,A5
H6,G12,F2,E2,D2,C1,B762,A1
H6,G12,F2,E2,D2,C1,B762,A2
H6,G12,F2,E2,D2,C1,B762,A3
H6,G12,F2,E2,D2,C1,B762,A4
H6,G12,F2,E2,D2,C1,B762,A5
H6,G12,F2,E2,D2,C2,B763,A1
H6,G12,F2,E2,D2,C2,B763,A2
H6,G12,F2,E2,D2,C2,B763,A3
H6,G12,F2,E2,D2,C2,B763,A4
H6,G12,F2,E2,D2,C2,B763,A5
H6,G12,F2,E2,D2,C2,B764,A1
H6,G12,F2,E2,D2,C2,B764,A2
H6,G12,F2,E2,D2,C2,B764,A3
H6,G12,F2,E2,D2,C2,B764,A4
H6,G12,F2,E2,D2,C2,B764,A5
H6,G12,F2,E2,D2,C3,B765,A1
H6,G12,F2,E2,D2,C3,B765,A2
H6,G12,F2,E2,D2,C3,B765,A3
H6,G12,F2,E2,D2,C3,B765,A4
H6,G12,F2,E2,D2,C3,B765,A5
H6,G12,F2,E2,D2,C3,B766,A1
H6,G12,F2,E2,D2,C3,B766,A2
H6,G12,F2,E2,D2,C3,B766,A3
H6,G12,F2,E2,D2,C3,B766,A4
H6,G12,F2,E2,D2,C3,B766,A5
H6,G12,F2,E2,D2,C4,B767,A1
H6,G12,F2,E2,D2,C4,B767,A2
H6,G12,F2,E2,D2,C4,B767,A3
H6,G12,F2,E2,D2,C4,B767,A4
H6,G12,F2,E2,D2,C4,B767,A5
H6,G12,F2,E2,D2,C4,B768,A1
H6,G12,F2,E2,D2,C4,B768,A2
H6,G12,F2,E2,D2,C4,B768,A3
H6,G12,F2,E2,D2,C4,B768,A4
H6,G12,F2,E2,D2,C4,B768,A5
H7,G13,F1,E1,D1,C1,B769,A1
H7,G13,F1,E1,D1,C1,B769,A2
H7,G13,F1,E1,D1,C1,B769,A3
H7,G13,F1,E1,D1,C1,B769,A4
H7,G13,F1,E1,D1,C1,B769,A5
H7,G13,F1,E1,D1,C1,B770,A1
H7,G13,F1,E1,D1,C1,B770,A2
H7,G13,F1,E1,D1,C1,B770,A3
H7,G13,F1,E1,D1,C1,B770,A4
H7,G13,F1,E1,D1,C1,B770,A5
H7,G13,F1,E1,D1,C2,B771,A1
H7,G13,F1,E1,D1,C2,B771,A2
H7,G13,F1,E1,D1,C2,B771,A3
H7,G13,F1,E1,D1,C2,B771,A4
H7,G13,F1,E1,D1,C2,B771,A5
H7,G13,F1,E1,D1,C2,B772,A1
H7,G13,F1,E1,D1,C2,B772,A2
H7,G13,F1,E1,D1,C2,B772,A3
H7,G13,F1,E1,D1,C2,B772,A4
H7,G13,F1,E1,D1,C2,B772,A5
H7,G13,F1,E1,D1,C3,B773,A1
H7,G13,F1,E1,D1,C3,B773,A2
H7,G13,F1,E1,D1,C3,B773,A3
H7,G13,F1,E1,D1,C3,B773,A4
H7,G13,F1,E1,D1,C3,B773,A5
H7,G13,F1,E1,D1,C3,B774,A1
H7,G13,F1,E1,D1,C3,B774,A2
H7,G13,F1,E1,D1,C3,B774,A3
H7,G13,F1,E1,D1,C3,B774,A4
H7,G13,F1,E1,D1,C3,B774,A5
H7,G13,F1,E1,D1,C4,B775,A1
H7,G13,F1,E1,D1,C4,B775,A2
H7,G13,F1,E1,D1,C4,B775,A3
H7,G13,F1,E1,D1,C4,B775,A4
H7,G13,F1,E1,D1,C4,B775,A5
H7,G13,F1,E1,D1,C4,B776,A1
H7,G13,F1,E1,D1,C4,B776,A2
H7,G13,F1,E1,D1,C4,B776,A3
H7,G13,F1,E1,D1,C4,B776,A4
H7,G13,F1,E1,D1,C4,B776,A5
H7,G13,F1,E1,D2,C1,B777,A1
H7,G13,F1,E1,D2,C1,B777,A2
H7,G13,F1,E1,D2,C1,B777,A3
H7,G13,F1,E1,D2,C1,B777,A4
H7,G13,F1,E1,D2,C1,B777,A5
H7,G13,F1,E1,D2,C1,B778,A1
H7,G13,F1,E1,D2,C1,B778,A2
H7,G13,F1,E1,D2,C1,B778,A3
H7,G13,F1,E1,D2,C1,B778,A4
H7,G13,F1,E1,D2,C1,B778,A5
H7,G13,F1,E1,D2,C2,B779,A1
H7,G13,F1,E1,D2,C2,B779,A2
H7,G13,F1,E1,D2,C2,B779,A3
H7,G13,F1,E1,D2,C2,B779,A4
H7,G13,F1,E1,D2,C2,B779,A5
H7,G13,F1,E1,D2,C2,B780,A1
H7,G13,F1,E1,D2,C2,B780,A2
H7,G13,F1,E1,D2,C2,B780,A3
H7,G13,F1,E1,D2,C2,B780,A4
H7,G13,F1,E1,D2,C2,B780,A5
H7,G13,F1,E1,D2,C3,B781,A1
H7,G13,F1,E1,D2,C3,B781,A2
H7,G13,F1,E1,D2,C3,B781,A3
H7,G13,F1,E1,D2,C3,B781,A4
H7,G13,F1,E1,D2,C3,B781,A5
H7,G13,F1,E1,D2,C3,B782,A1
H7,G13,F1,E1,D2,C3,B782,A2
H7,G13,F1,E1,D2,C3,B782,A3
H7,G13,F1,E1,D2,C3,B782,A4
H7,G13,F1,E1,D2,C3,B782,A5
H7,G13,F1,E1,D2,C4,B783,A1
H7,G13,F1,E1,D2,C4,B783,A2
H7,G13,F1,E1,D2,C4,B783,A3
H7,G13,F1,E1,D2,C4,B783,A4
H7,G13,F1,E1,D2,C4,B783,A5
H7,G13,F1,E1,D2,C4,B784,A1
H7,G13,F1,E1,D2,C4,B784,A2
H7,G13,F1,E1,D2,C4,B784,A3
H7,G13,F1,E1,D2,C4,B784,A4
H7,G13,F1,E1,D2,C4,B784,A5
H7,G13,F1,E2,D1,C1,B785,A1
H7,G13,F1,E2,D1,C1,B785,A2
H7,G13,F1,E2,D1,C1,B785,A3
H7,G13,F1,E2,D1,C1,B785,A4
H7,G13,F1,E2,D1,C1,B785,A5
H7,G13,F1,E2,D1,C1,B786,A1
H7,G13,F1,E2,D1,C1,B786,A2
H7,G13,F1,E2,D1,C1,B786,A3
H7,G13,F1,E2,D1,C1,B786,A4
H7,G13,F1,E2,D1,C1,B786,A5
H7,G13,F1,E2,D1,C2,B787,A1
H7,G13,F1,E2,D1,C2,B787,A2
H7,G13,F1,E2,D1,C2,B787,A3
H7,G13,F1,E2,D1,C2,B787,A4
H7,G13,F1,E2,D1,C2,B787,A5
H7,G13,F1,E2,D1,C2,B788,A1
H7,G13,F1,E2,D1,C2,B788,A2
H7,G13,F1,E2,D1,C2,B788,A3
H7,G13,F1,E2,D1,C2,B788,A4
H7,G13,F1,E2,D1,C2,B788,A5
H7,G13,F1,E2,D1,C3,B789,A1
H7,G13,F1,E2,D1,C3,B789,A2
H7,G13,F1,E2,D1,C3,B789,A3
H7,G13,F1,E2,D1,C3,B789,A4
H7,G13,F1,E2,D1,C3,B789,A5
H7,G13,F1,E2,D1,C3,B790,A1
H7,G13,F1,E2,D1,C3,B790,A2
H7,G13,F1,E2,D1,C3,B790,A3
H7,G13,F1,E2,D1,C3,B790,A4
H7,G13,F1,E2,D1,C3,B790,A5
H7,G13,F1,E2,D1,C4,B791,A1
H7,G13,F1,E2,D1,C4,B791,A2
H7,G13,F1,E2,D1,C4,B791,A3
H7,G13,F1,E2,D1,C4,B791,A4
H7,G13,F1,E2,D1,C4,B791,A5
H7,G13,F1,E2,D1,C4,B792,A1
H7,G13,F1,E2,D1,C4,B792,A2
H7,G13,F1,E2,D1,C4,B792,A3
H7,G13,F1,E2,D1,C4,B792,A4
H7,G13,F1,E2,D1,C4,B792,A5
H7,G13,F1,E2,D2,C1,B793,A1
H7,G13,F1,E2,D2,C1,B793,A2
H7,G13,F1,E2,D2,C1,B793,A3
H7,G13,F1,E2,D2,C1,B793,A4
H7,G13,F1,E2,D2,C1,B793,A5
H7,G13,F1,E2,D2,C1,B794,A1
H7,G13,F1,E2,D2,C1,B794,A2
H7,G13,F1,E2,D2,C1,B794,A3
H7,G13,F1,E2,D2,C1,B794,A4
H7,G13,F1,E2,D2,C1,B794,A5
H7,G13,F1,E2,D2,C2,B795,A1
H7,G13,F1,E2,D2,C2,B795,A2
H7,G13,F1,E2,D2,C2,B795,A3
H7,G13,F1,E2,D2,C2,B795,A4
H7,G13,F1,E2,D2,C2,B795,A5
H7,G13,F1,E2,D2,C2,B796,A1
H7,G13,F1,E2,D2,C2,B796,A2
H7,G13,F1,E2,D2,C2,B796,A3
H7,G13,F1,E2,D2,C2,B796,A4
H7,G13,F1,E2,D2,C2,B796,A5
H7,G13,F1,E2,D2,C3,B797,A1
H7,G13,F1,E2,D2,C3,B797,A2
H7,G13,F1,E2,D2,C3,B797,A3
H7,G13,F1,E2,D2,C3,B797,A4
H7,G13,F1,E2,D2,C3,B797,A5
H7,G13,F1,E2,D2,C3,B798,A1
H7,G13,F1,E2,D2,C3,B798,A2
H7,G13,F1,E2,D2,C3,B798,A3
H7,G13,F1,E2,D2,C3,B798,A4
H7,G13,F1,E2,D2,C3,B798,A5
H7,G13,F1,E2,D2,C4,B799,A1
H7,G13,F1,E2,D2,C4,B799,A2
H7,G13,F1,E2,D2,C4,B799,A3
H7,G13,F1,E2,D2,C4,B799,A4
H7,G13,F1,E2,D2,C4,B799,A5
H7,G13,F1,E2,D2,C4,B800,A1
H7,G13,F1,E2,D2,C4,B800,A2
H7,G13,F1,E2,D2,C4,B800,A3
H7,G13,F1,E2,D2,C4,B800,A4
H7,G13,F1,E2,D2,C4,B800,A5
H7,G13,F2,E1,D1,C1,B801,A1
H7,G13,F2,E1,D1,C1,B801,A2
H7,G13,F2,E1,D1,C1,B801,A3
H7,G13,F2,E1,D1,C1,B801,A4
H7,G13,F2,E1,D1,C1,B801,A5
H7,G13,F2,E1,D1,C1,B802,A1
H7,G13,F2,E1,D1,C1,B802,A2
H7,G13,F2,E1,D1,C1,B802,A3
H7,G13,F2,E1,D1,C1,B802,A4
H7,G13,F2,E1,D1,C1,B802,A5
H7,G13,F2,E1,D1,C2,B803,A1
H7,G13,F2,E1,D1,C2,B803,A2
H7,G13,F2,E1,D1,C2,B803,A3
H7,G13,F2,E1,D1,C2,B803,A4
H7,G13,F2,E1,D1,C2,B803,A5
H7,G13,F2,E1,D1,C2,B804,A1
H7,G13,F2,E1,D1,C2,B804,A2
H7,G13,F2,E1,D1,C2,B804,A3
H7,G13,F2,E1,D1,C2,B804,A4
H7,G13,F2,E1,D1,C2,B804,A5
H7,G13,F2,E1,D1,C3,B805,A1
H7,G13,F2,E1,D1,C3,B805,A2
H7,G13,F2,E1,D1,C3,B805,A3
H7,G13,F2,E1,D1,C3,B805,A4
H7,G13,F2,E1,D1,C3,B805,A5
H7,G13,F2,E1,D1,C3,B806,A1
H7,G13,F2,E1,D1,C3,B806,A2
H7,G13,F2,E1,D1,C3,B806,A3
H7,G13,F2,E1,D1,C3,B806,A4
H7,G13,F2,E1,D1,C3,B806,A5
H7,G13,F2,E1,D1,C4,B807,A1
H7,G13,F2,E1,D1,C4,B807,A2
H7,G13,F2,E1,D1,C4,B807,A3
H7,G13,F2,E1,D1,C4,B807,A4
H7,G13,F2,E1,D1,C4,B807,A5
H7,G13,F2,E1,D1,C4,B808,A1
H7,G13,F2,E1,D1,C4,B808,A2
H7,G13,F2,E1,D1,C4,B808,A3
H7,G13,F2,E1,D1,C4,B808,A4
H7,G13,F2,E1,D1,C4,B808,A5
H7,G13,F2,E1,D2,C1,B809,A1
H7,G13,F2,E1,D2,C1,B809,A2
H7,G13,F2,E1,D2,C1,B809,A3
H7,G13,F2,E1,D2,C1,B809,A4
H7,G13,F2,E1,D2,C1,B809,A5
H7,G13,F2,E1,D2,C1,B810,A1
H7,G13,F2,E1,D2,C1,B810,A2
H7,G13,F2,E1,D2,C1,B810,A3
H7,G13,F2,E1,D2,C1,B810,A4
H7,G13,F2,E1,D2,C1,B810,A5
H7,G13,F2,E1,D2,C2,B811,A1
H7,G13,F2,E1,D2,C2,B811,A2
H7,G13,F2,E1,D2,C2,B811,A3
H7,G13,F2,E1,D2,C2,B811,A4
H7,G13,F2,E1,D2,C2,B811,A5
H7,G13,F2,E1,D2,C2,B812,A1
H7,G13,F2,E1,D2,C2,B812,A2
H7,G13,F2,E1,D2,C2,B812,A3
H7,G13,F2,E1,D2,C2,B812,A4
H7,G13,F2,E1,D2,C2,B812,A5
H7,G13,F2,E1,D2,C3,B813,A1
H7,G13,F2,E1,D2,C3,B813,A2
H7,G13,F2,E1,D2,C3,B813,A3
H7,G13,F2,E1,D2,C3,B813,A4
H7,G13,F2,E1,D2,C3,B813,A5
H7,G13,F2,E1,D2,C3,B814,A1
H7,G13,F2,E1,D2,C3,B814,A2
H7,G13,F2,E1,D2,C3,B814,A3
H7,G13,F2,E1,D2,C3,B814,A4
H7,G13,F2,E1,D2,C3,B814,A5
H7,G13,F2,E1,D2,C4,B815,A1
H7,G13,F2,E1,D2,C4,B815,A2
H7,G13,F2,E1,D2,C4,B815,A3
H7,G13,F2,E1,D2,C4,B815,A4
